station_id,station_name,district,longitude,latitude,first_seen,last_seen,capacity_min,capacity_max,capacity_changed
1346,國泰街111巷口,板橋區,121.46617126464844,25.00609016418457,2026-01-01 00:00:00,2026-06-30 23:30:00,43,43,0
1347,大明街20巷19弄口,板橋區,121.45713806152344,25.00305938720703,2026-01-01 00:00:00,2026-06-30 23:30:00,43,43,0
1348,廣福派出所,土城區,121.45655059814453,24.9881591796875,2026-01-01 00:00:00,2026-06-30 23:30:00,43,43,0
1349,捷運新莊副都心站,新莊區,121.44660186767578,25.059139251708984,2026-01-01 00:00:00,2026-06-30 23:30:00,43,43,0
1350,江翠國小,板橋區,121.47431182861328,25.032360076904297,2026-01-01 00:00:00,2026-06-30 23:30:00,43,43,0
1351,白雲國小,汐止區,121.61888885498047,25.04758071899414,2026-01-01 00:00:00,2026-06-30 23:30:00,43,43,0
1352,福營行政中心,新莊區,121.42386627197266,25.02412986755371,2026-01-01 00:00:00,2026-06-30 23:30:00,43,43,0
1353,長安橋(吉祥街12巷),汐止區,121.66845703125,25.08032989501953,2026-01-01 00:00:00,2026-06-30 23:30:00,43,43,0
1354,頂新祖田市民活動中心,土城區,121.412109375,24.953189849853516,2026-01-01 00:00:00,2026-06-30 23:30:00,32,43,1
1355,中和安和路口,中和區,121.50601959228516,24.99966049194336,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1356,仁愛廣場,蘆洲區,121.47161865234375,25.0905704498291,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1357,六合公園,三重區,121.48758697509766,25.069499969482422,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1358,四維國凱街口(立天下社區),樹林區,121.42240905761719,24.979339599609375,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1359,國泰綜合醫院,汐止區,121.66255950927734,25.073150634765625,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1360,太陽公園,三重區,121.48560333251953,25.086450576782227,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1361,安和公園,新店區,121.51885223388672,24.974109649658203,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1362,寶橋路235巷口,新店區,121.55233764648438,24.979549407958984,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1363,寶橋路78巷,新店區,121.54759979248047,24.97368049621582,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1364,工建樟樹一路口,汐止區,121.64112091064453,25.063190460205078,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1365,文中小停車場,三重區,121.48255157470703,25.058990478515625,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1366,文林國小(潭興街),樹林區,121.42462158203125,24.998279571533203,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
1367,板橋戶政事務所,板橋區,121.45645904541016,25.013090133666992,2026-01-01 00:00:00,2026-06-30 23:30:00,44,44,0
